model_name,dataset,train_losses,avg_train_loss,final_train_loss,test_loss,model_architecture
C1,wine,"[1.149605655670166, 1.0887273311614991, 1.0297083377838134, 0.9759605646133422, 0.9309381365776062, 0.8865601181983948, 0.8407018065452576, 0.7910637736320496, 0.7560264468193054, 0.7156932830810547]",0.916498545408249,0.7156932830810547,0.6552261114120483,"Sequential(
  (0): Linear(in_features=13, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=3, bias=True)
)"
C2,wine,"[1.0792351484298706, 0.9922050833702087, 0.9117693662643432, 0.8284852981567383, 0.7536543369293213, 0.6910518050193787, 0.6482003092765808, 0.5827186465263366, 0.5454380869865417, 0.4831472933292389]",0.7515905374288558,0.4831472933292389,0.40805208683013916,"Sequential(
  (0): Linear(in_features=13, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=3, bias=True)
)"
C3,wine,"[1.1035073041915893, 1.0804600238800048, 1.059299349784851, 1.0279403567314147, 0.9955861091613769, 0.9755026459693908, 0.9414712905883789, 0.9001000404357911, 0.8638280749320983, 0.8399767875671387]",0.9787671983242034,0.8399767875671387,0.7213402986526489,"Sequential(
  (0): Linear(in_features=13, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=16, bias=True)
  (3): ReLU()
  (4): Linear(in_features=16, out_features=3, bias=True)
)"
C4,wine,"[1.0875809907913208, 1.0104610323905945, 0.9444240450859069, 0.8573955535888672, 0.7805230140686035, 0.6939282774925232, 0.605169665813446, 0.5196977138519288, 0.4502305805683136, 0.36394360661506653]",0.7313354480266571,0.36394360661506653,0.30324238538742065,"Sequential(
  (0): Linear(in_features=13, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=32, bias=True)
  (3): ReLU()
  (4): Linear(in_features=32, out_features=3, bias=True)
)"
C5,wine,"[1.0219775080680846, 0.8803311347961426, 0.7458356142044067, 0.59898681640625, 0.4692394554615021, 0.3593697190284729, 0.2589490801095963, 0.18396496027708054, 0.15183125138282777, 0.1079154685139656]",0.4778401008248331,0.1079154685139656,0.0645076259970665,"Sequential(
  (0): Linear(in_features=13, out_features=128, bias=True)
  (1): ReLU()
  (2): Linear(in_features=128, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=3, bias=True)
)"
C6,wine,"[1.0756576299667358, 1.04358069896698, 1.0086677312850951, 0.9853290915489197, 0.9480456471443176, 0.9146905541419983, 0.8740543365478516, 0.8200785398483277, 0.7972718358039856, 0.7444521188735962]",0.9211828184127807,0.7444521188735962,0.5611642897129059,"Sequential(
  (0): Linear(in_features=13, out_features=32, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.2, inplace=False)
  (3): Linear(in_features=32, out_features=16, bias=True)
  (4): ReLU()
  (5): Linear(in_features=16, out_features=3, bias=True)
)"
C7,wine,"[1.08823983669281, 1.0342257976531983, 0.9913483738899231, 0.9366123914718628, 0.8631462335586548, 0.8084704637527466, 0.7324414014816284, 0.6516575932502746, 0.5597335517406463, 0.4830566465854645]",0.8148932290077209,0.4830566465854645,0.3452618718147278,"Sequential(
  (0): Linear(in_features=13, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.3, inplace=False)
  (3): Linear(in_features=64, out_features=32, bias=True)
  (4): ReLU()
  (5): Linear(in_features=32, out_features=3, bias=True)
)"
C8,wine,"[1.0397286534309387, 0.9184562206268311, 0.8209892272949219, 0.7014673709869385, 0.5718017101287842, 0.46562130451202394, 0.3442870587110519, 0.2804867088794708, 0.22057723999023438, 0.16194577515125275]",0.5525361269712448,0.16194577515125275,0.08013411611318588,"Sequential(
  (0): Linear(in_features=13, out_features=128, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.5, inplace=False)
  (3): Linear(in_features=128, out_features=64, bias=True)
  (4): ReLU()
  (5): Linear(in_features=64, out_features=3, bias=True)
)"
C9,wine,"[1.093621516227722, 1.062617301940918, 1.018368673324585, 0.9820711731910705, 0.9148256301879882, 0.8324602365493774, 0.7444948554039001, 0.6238052546977997, 0.5594696938991547, 0.4376216411590576]",0.8269355976581574,0.4376216411590576,0.42581789195537567,"Sequential(
  (0): Linear(in_features=13, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=32, bias=True)
  (5): ReLU()
  (6): Linear(in_features=32, out_features=3, bias=True)
)"
C10,wine,"[1.1021950483322143, 1.0060624957084656, 0.9356749057769775, 0.883683729171753, 0.7998974442481994, 0.794181478023529, 0.648866331577301, 0.5792980909347534, 0.5128666698932648, 0.47255136966705324]",0.7735277563333512,0.47255136966705324,0.31284935772418976,"Sequential(
  (0): Linear(in_features=13, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.4, inplace=False)
  (3): Linear(in_features=64, out_features=64, bias=True)
  (4): ReLU()
  (5): Dropout(p=0.4, inplace=False)
  (6): Linear(in_features=64, out_features=3, bias=True)
)"
C1,breast_cancer,"[0.6632888793945313, 0.49458439350128175, 0.36775976022084556, 0.2764939775069555, 0.20389695465564728, 0.16294958889484407, 0.1379765711724758, 0.120151882370313, 0.10572797829906146, 0.09675052836537361]",0.262958051438133,0.09675052836537361,0.07628289051353931,"Sequential(
  (0): Linear(in_features=30, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=2, bias=True)
)"
C2,breast_cancer,"[0.5396729985872905, 0.34777723749478656, 0.23013131717840832, 0.16729648063580196, 0.1379676987727483, 0.1291411504149437, 0.11963958740234375, 0.0936674711604913, 0.09049088756243388, 0.076111892486612]",0.19318967216958602,0.076111892486612,0.06946965679526329,"Sequential(
  (0): Linear(in_features=30, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=2, bias=True)
)"
C3,breast_cancer,"[0.6474887688954671, 0.534638394912084, 0.39229708711306255, 0.2703407009442647, 0.17835586468378703, 0.13451307316621144, 0.10492077320814133, 0.0869296987230579, 0.08393705822527409, 0.07814408851166567]",0.2511565508383016,0.07814408851166567,0.06452388782054186,"Sequential(
  (0): Linear(in_features=30, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=16, bias=True)
  (3): ReLU()
  (4): Linear(in_features=16, out_features=2, bias=True)
)"
C4,breast_cancer,"[0.6599391142527262, 0.4948829213778178, 0.29658198555310566, 0.16567801187435785, 0.10736336956421534, 0.11616869643330574, 0.07609721596042315, 0.0642278853803873, 0.05630661627898614, 0.051101023455460866]",0.2088346840130786,0.051101023455460866,0.05794324539601803,"Sequential(
  (0): Linear(in_features=30, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=32, bias=True)
  (3): ReLU()
  (4): Linear(in_features=32, out_features=2, bias=True)
)"
C5,breast_cancer,"[0.5571156640847524, 0.23440136710802714, 0.1136753952751557, 0.07744124208887418, 0.06355770317216715, 0.05622882420818011, 0.04951933715492487, 0.04230093266814947, 0.038039210718125105, 0.03289100666685651]",0.12651706831452125,0.03289100666685651,0.061268655583262444,"Sequential(
  (0): Linear(in_features=30, out_features=128, bias=True)
  (1): ReLU()
  (2): Linear(in_features=128, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=2, bias=True)
)"
C6,breast_cancer,"[0.6593127012252807, 0.5599666357040405, 0.44540597796440123, 0.32118549247582756, 0.21719274322191875, 0.16603024303913116, 0.12974762717882793, 0.10528225476543109, 0.09134388255576292, 0.08103997893631458]",0.2776507537066937,0.08103997893631458,0.05809056293219328,"Sequential(
  (0): Linear(in_features=30, out_features=32, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.2, inplace=False)
  (3): Linear(in_features=32, out_features=16, bias=True)
  (4): ReLU()
  (5): Linear(in_features=16, out_features=2, bias=True)
)"
C7,breast_cancer,"[0.6460503220558167, 0.4758682390054067, 0.28452587326367695, 0.1725859637061755, 0.14070828159650167, 0.10026199097434679, 0.08306133076548576, 0.07331619995335738, 0.07340574162080885, 0.07124925774211685]",0.21210332006836935,0.07124925774211685,0.06977299880236387,"Sequential(
  (0): Linear(in_features=30, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.3, inplace=False)
  (3): Linear(in_features=64, out_features=32, bias=True)
  (4): ReLU()
  (5): Linear(in_features=32, out_features=2, bias=True)
)"
C8,breast_cancer,"[0.5476064364115397, 0.28573332031567894, 0.14487313330173493, 0.09795716870576143, 0.09142768209179243, 0.06976510404298703, 0.07081057031949362, 0.11203898725410302, 0.06532278414815665, 0.05922753792256117]",0.1544762724513809,0.05922753792256117,0.053498154040426016,"Sequential(
  (0): Linear(in_features=30, out_features=128, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.5, inplace=False)
  (3): Linear(in_features=128, out_features=64, bias=True)
  (4): ReLU()
  (5): Linear(in_features=64, out_features=2, bias=True)
)"
C9,breast_cancer,"[0.6191044251124064, 0.3973884046077728, 0.17675549189249676, 0.09061215203255416, 0.07053587225576242, 0.06104026089111964, 0.0526707220201691, 0.04651436444061498, 0.04122424746553103, 0.03493447598690788]",0.15907804167053355,0.03493447598690788,0.06473625777289271,"Sequential(
  (0): Linear(in_features=30, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=32, bias=True)
  (5): ReLU()
  (6): Linear(in_features=32, out_features=2, bias=True)
)"
C10,breast_cancer,"[0.6050889253616333, 0.39114965895811715, 0.25486139953136444, 0.17029689451058705, 0.1318489200125138, 0.1329426015416781, 0.09955502413213253, 0.09299582193295161, 0.06917247109425564, 0.07983655619124572]",0.20277482732664792,0.07983655619124572,0.05471563432365656,"Sequential(
  (0): Linear(in_features=30, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.4, inplace=False)
  (3): Linear(in_features=64, out_features=64, bias=True)
  (4): ReLU()
  (5): Dropout(p=0.4, inplace=False)
  (6): Linear(in_features=64, out_features=2, bias=True)
)"
R1,diabetes,"[27695.43017578125, 27406.497314453125, 27774.141642252605, 32923.315755208336, 27998.582356770832, 30863.507975260418, 36252.638346354164, 29474.609700520832, 27570.824869791668, 28692.173665364582]",29665.17218017578,28692.173665364582,26111.8515625,"Sequential(
  (0): Linear(in_features=10, out_features=16, bias=True)
  (1): ReLU()
  (2): Linear(in_features=16, out_features=1, bias=True)
)"
R2,diabetes,"[28385.005777994793, 31764.250325520832, 33108.498046875, 31437.649088541668, 27723.211100260418, 30191.19482421875, 28656.595052083332, 33224.868815104164, 30087.473470052082, 29442.725911458332]",30402.147241210936,29442.725911458332,26094.459635416668,"Sequential(
  (0): Linear(in_features=10, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=1, bias=True)
)"
R3,diabetes,"[28113.439453125, 29155.827962239582, 27520.409545898438, 36097.5625, 28617.901692708332, 33627.041178385414, 30759.135904947918, 32950.543782552086, 26894.038492838543, 30914.834147135418]",30465.073465983074,30914.834147135418,25610.436848958332,"Sequential(
  (0): Linear(in_features=10, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=1, bias=True)
)"
R4,diabetes,"[32940.569661458336, 30648.563151041668, 28721.430338541668, 27920.61181640625, 27881.731770833332, 28297.79052734375, 27970.8935546875, 26920.88818359375, 26102.260314941406, 25563.520426432293]",28296.825974527997,25563.520426432293,24366.815755208332,"Sequential(
  (0): Linear(in_features=10, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=16, bias=True)
  (3): ReLU()
  (4): Linear(in_features=16, out_features=1, bias=True)
)"
R5,diabetes,"[30085.746419270832, 27603.117146809895, 28242.643310546875, 34490.862467447914, 29673.532877604168, 28834.739420572918, 31863.877278645832, 25940.939208984375, 28870.071614583332, 26156.722574869793]",29176.225231933593,26156.722574869793,21814.4296875,"Sequential(
  (0): Linear(in_features=10, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=32, bias=True)
  (3): ReLU()
  (4): Linear(in_features=32, out_features=1, bias=True)
)"
R6,diabetes,"[28504.50341796875, 27535.85575358073, 27159.612630208332, 30046.105631510418, 31403.170247395832, 27014.464192708332, 30332.323567708332, 25815.603190104168, 29724.2734375, 23410.529876708984]",28094.644194539393,23410.529876708984,21776.642903645832,"Sequential(
  (0): Linear(in_features=10, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.2, inplace=False)
  (3): Linear(in_features=64, out_features=32, bias=True)
  (4): ReLU()
  (5): Linear(in_features=32, out_features=1, bias=True)
)"
R7,diabetes,"[31697.594401041668, 27285.395548502605, 28855.3876953125, 28412.387858072918, 26356.314290364582, 28388.702799479168, 20967.565185546875, 20771.341796875, 15570.348270893097, 14766.568522135416]",24307.16063682238,14766.568522135416,10365.892740885416,"Sequential(
  (0): Linear(in_features=10, out_features=128, bias=True)
  (1): ReLU()
  (2): Linear(in_features=128, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=1, bias=True)
)"
R8,diabetes,"[27322.664825439453, 29502.89404296875, 27195.562418619793, 26228.703776041668, 28283.912923177082, 22758.67989095052, 22257.481282552082, 20836.157145182293, 15274.431133270264, 12607.561630249023]",23226.804906845096,12607.561630249023,10238.075520833334,"Sequential(
  (0): Linear(in_features=10, out_features=128, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.5, inplace=False)
  (3): Linear(in_features=128, out_features=64, bias=True)
  (4): ReLU()
  (5): Linear(in_features=64, out_features=1, bias=True)
)"
R9,diabetes,"[34309.062662760414, 28606.2470703125, 26943.519388834637, 26233.464477539062, 24755.18282063802, 22191.530843098957, 18996.951822916668, 11575.425079663595, 6929.871114095052, 4986.653658548991]",20552.79089384079,4986.653658548991,3971.209228515625,"Sequential(
  (0): Linear(in_features=10, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=32, bias=True)
  (5): ReLU()
  (6): Linear(in_features=32, out_features=1, bias=True)
)"
R10,diabetes,"[30428.846354166668, 34515.919270833336, 28506.571451822918, 32999.799967447914, 31191.617838541668, 34360.788248697914, 28050.54345703125, 26226.433430989582, 23992.178466796875, 22507.881917317707]",29278.05804036458,22507.881917317707,20466.341145833332,"Sequential(
  (0): Linear(in_features=10, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.4, inplace=False)
  (3): Linear(in_features=64, out_features=64, bias=True)
  (4): ReLU()
  (5): Dropout(p=0.4, inplace=False)
  (6): Linear(in_features=64, out_features=1, bias=True)
)"
R1,california_housing,"[1.8610203611527303, 0.6481347781598799, 0.4981316224664681, 0.44556738984908245, 0.4233797563081102, 0.41103190062351, 0.40222702661976795, 0.39415657289268435, 0.38606825377070164, 0.38089550204228523]",0.5850613163885219,0.38089550204228523,0.3849897331507631,"Sequential(
  (0): Linear(in_features=8, out_features=16, bias=True)
  (1): ReLU()
  (2): Linear(in_features=16, out_features=1, bias=True)
)"
R2,california_housing,"[1.850211630784726, 0.5656947755478612, 0.45681591531218485, 0.4222059004413065, 0.4068586494080549, 0.3960737479172012, 0.3873655530371407, 0.3866757086456515, 0.3752839624477449, 0.37236439459776693]",0.5619550238139639,0.37236439459776693,0.3826517872801123,"Sequential(
  (0): Linear(in_features=8, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=1, bias=True)
)"
R3,california_housing,"[1.2196445008812025, 0.5002367151106974, 0.42088799721510833, 0.3993018267517404, 0.38460824964928997, 0.3866563059765008, 0.37139837046753066, 0.3613310963233081, 0.3627098688870206, 0.35013751047410707]",0.4756912441736505,0.35013751047410707,0.3620686543773311,"Sequential(
  (0): Linear(in_features=8, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=1, bias=True)
)"
R4,california_housing,"[1.2678648273843203, 0.43908590826299765, 0.39222969958024434, 0.3733740597963333, 0.3593985746477463, 0.34572715042231156, 0.33709389421828956, 0.3273665898934353, 0.3225908239855785, 0.3208940455531196]",0.4485625573744376,0.3208940455531196,0.32772660261207776,"Sequential(
  (0): Linear(in_features=8, out_features=32, bias=True)
  (1): ReLU()
  (2): Linear(in_features=32, out_features=16, bias=True)
  (3): ReLU()
  (4): Linear(in_features=16, out_features=1, bias=True)
)"
R5,california_housing,"[0.9692710996713749, 0.4180755299595437, 0.3773018174855284, 0.3568035674303077, 0.3434924616427847, 0.32769544722959976, 0.31971469211081666, 0.31186885437242284, 0.3075119886085276, 0.3036208533241536]",0.403535631183506,0.3036208533241536,0.3101891434007837,"Sequential(
  (0): Linear(in_features=8, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=32, bias=True)
  (3): ReLU()
  (4): Linear(in_features=32, out_features=1, bias=True)
)"
R6,california_housing,"[1.107285435867402, 0.49545427811758, 0.4545839297361383, 0.42269444464193295, 0.40819419481495556, 0.39106112048607466, 0.3870842307950406, 0.37402951321745104, 0.3741434485355551, 0.35131737018047376]",0.4765847966392604,0.35131737018047376,0.33640975199004475,"Sequential(
  (0): Linear(in_features=8, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.2, inplace=False)
  (3): Linear(in_features=64, out_features=32, bias=True)
  (4): ReLU()
  (5): Linear(in_features=32, out_features=1, bias=True)
)"
R7,california_housing,"[0.6859473319103321, 0.40412390162778455, 0.36835218542941317, 0.34460380970854165, 0.32587280881035235, 0.31302238270178323, 0.3101035452541686, 0.2998312480112379, 0.2935089375679345, 0.291350867223832]",0.363671701824538,0.291350867223832,0.3014587990997374,"Sequential(
  (0): Linear(in_features=8, out_features=128, bias=True)
  (1): ReLU()
  (2): Linear(in_features=128, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=1, bias=True)
)"
R8,california_housing,"[0.9800433580034463, 0.5430322831222253, 0.4806187273862288, 0.45365032262002775, 0.4194451774246702, 0.4127995043184406, 0.40160023071622664, 0.39530943282121833, 0.3806595634957848, 0.37287518165485806]",0.4840033781563126,0.37287518165485806,0.33387079944675285,"Sequential(
  (0): Linear(in_features=8, out_features=128, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.5, inplace=False)
  (3): Linear(in_features=128, out_features=64, bias=True)
  (4): ReLU()
  (5): Linear(in_features=64, out_features=1, bias=True)
)"
R9,california_housing,"[0.7779264425093583, 0.38315103021125463, 0.3588860143669123, 0.34728838782035565, 0.33110550054630566, 0.3203971191605394, 0.3116675600582777, 0.3029458308231461, 0.2969459631992865, 0.29142718577338744]",0.3721741034468824,0.29142718577338744,0.2918828735633414,"Sequential(
  (0): Linear(in_features=8, out_features=64, bias=True)
  (1): ReLU()
  (2): Linear(in_features=64, out_features=64, bias=True)
  (3): ReLU()
  (4): Linear(in_features=64, out_features=32, bias=True)
  (5): ReLU()
  (6): Linear(in_features=32, out_features=1, bias=True)
)"
R10,california_housing,"[1.0563367136804633, 0.6899675738730634, 0.5801949691922628, 0.5287234772198884, 0.5077743989437126, 0.48545903458382733, 0.47268116647420927, 0.4552716135747673, 0.4370068899074266, 0.4287138296681088]",0.564212966711773,0.4287138296681088,0.3617490238344023,"Sequential(
  (0): Linear(in_features=8, out_features=64, bias=True)
  (1): ReLU()
  (2): Dropout(p=0.4, inplace=False)
  (3): Linear(in_features=64, out_features=64, bias=True)
  (4): ReLU()
  (5): Dropout(p=0.4, inplace=False)
  (6): Linear(in_features=64, out_features=1, bias=True)
)"
